TimeStamp,Indoor_Channel,Indoor_Battery,Outdoor_Channel,Outdoor_Battery,Second_Outdoor_Channel,Second_Outdoor_Battery,Indoor_Temp,Indoor_Hum,Abs_Press,Rel_Press,Outdoor_Temp,Outdoor_Hum,Wind_Dir,Wind_Speed,Max_Daily_Gust,SolRad,Uv,Uvi,PM2_5,Hour_Rain,Event_Rain,Daily_Rain,Weekly_Rain,Monthly_Rain,Yearly_Rain
01:07 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:07 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:07 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:08 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:08 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:08 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:08 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:09 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:09 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:09 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.8,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:09 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:10 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:10 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:10 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:10 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:11 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:11 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:11 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:11 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:12 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:12 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:12 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:12 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:13 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:13 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:13 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:13 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:14 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:14 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:14 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:14 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:15 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:15 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:15 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.3,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:15 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:16 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:16 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:16 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:16 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:17 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:17 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:17 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.90,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:17 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:18 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:18 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:18 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.47,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:18 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:19 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:19 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:19 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:19 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:20 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.1,43,329,0.0,0.0,4.9,0.00,0,0,----,0.00,null,null,null,
01:20 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:20 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.88,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:20 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:21 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:21 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:21 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:21 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:22 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:22 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:22 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:22 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:23 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:23 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:23 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.7,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:23 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:24 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:24 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:24 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:24 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:25 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:25 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:25 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:25 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:26 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:26 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:26 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:26 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:27 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:27 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:27 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:27 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:28 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:28 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,65.1,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:28 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:28 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.47,29.89,64.9,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:29 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.47,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:29 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.47,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:29 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.47,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:29 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:30 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:30 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:30 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:30 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:31 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:31 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:31 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.5,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:31 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:32 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:32 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:32 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:32 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:33 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:33 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:33 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:33 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:34 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:34 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:34 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:34 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.45,29.88,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:35 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.45,29.88,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:35 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.45,29.88,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:35 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.45,29.88,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:35 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:36 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:36 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:36 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.89,64.9,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:36 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.47,29.90,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:37 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.47,29.90,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:37 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.47,29.90,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:37 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.47,29.90,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:37 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.9,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:38 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:38 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.9,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:38 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:38 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:39 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:39 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:39 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:39 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:40 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:40 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,0,0,----,0.00,null,null,null,
01:40 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:40 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:41 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:41 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:41 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.3,43,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:41 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:42 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:42 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:42 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:42 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:43 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:43 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:43 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:43 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:44 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:44 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:44 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:44 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:45 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
01:45 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.89,64.8,44,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
01:45 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,65.1,44,29.46,29.88,64.8,44,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
