TimeStamp,Indoor_Channel,Indoor_Battery,Outdoor_Channel,Outdoor_Battery,Second_Outdoor_Channel,Second_Outdoor_Battery,Indoor_Temp,Indoor_Hum,Abs_Press,Rel_Press,Outdoor_Temp,Outdoor_Hum,Wind_Dir,Wind_Speed,Max_Daily_Gust,SolRad,Uv,Uvi,PM2_5,Hour_Rain,Event_Rain,Daily_Rain,Weekly_Rain,Monthly_Rain,Yearly_Rain
23:30 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:30 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:30 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:30 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:31 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:31 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:31 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:31 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:32 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:32 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:32 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:32 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:33 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:33 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:33 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:33 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:34 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:34 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:34 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:34 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:35 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:35 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:35 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:35 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:36 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:36 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:36 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:36 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:37 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:37 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:37 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:37 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:38 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:38 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:38 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:38 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:39 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:39 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:39 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:39 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:40 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:40 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:40 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.46,29.89,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:40 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:41 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:41 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:41 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:41 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:42 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:42 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:42 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:42 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:43 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:43 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:43 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:43 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:44 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:44 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:44 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,68.0,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:44 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:45 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:45 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:45 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:45 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:46 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:46 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:46 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:46 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:47 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:47 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:47 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.7,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:47 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:48 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:48 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:48 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:48 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:49 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:49 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:49 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:49 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:50 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:50 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:50 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.8,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:50 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:51 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:51 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:51 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:51 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:52 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:52 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:52 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:52 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:53 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:53 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:53 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:53 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:54 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:54 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:54 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.89,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:54 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:55 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:55 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:55 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:55 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:56 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:56 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:56 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.6,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:56 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:57 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:57 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:57 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:57 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:58 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:58 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:58 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.45,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:58 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:59 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:59 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
23:59 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.5,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
23:59 3/17/2019,0x95,Normal,0xba,Normal,0x--,- -,67.3,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
00:00 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,67.3,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
00:00 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,67.3,42,29.46,29.88,66.6,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
00:00 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,67.3,42,29.46,29.88,66.4,43,329,0.0,0.0,4.9,0.00,2,0,----,0.00,null,null,null,
00:00 3/18/2019,0x95,Normal,0xba,Normal,0x--,- -,67.3,42,29.46,29.88,66.4,43,329,0.0,0.0,4.9,0.00,1,0,----,0.00,null,null,null,
